ticker,name,sector,date,drop_magnitude,close_price,volume_ratio,prior_volatility_20d,dist_from_52w_low,market_also_dropped,forward_return_5d
BAJAJ-AUTO.NS,Bajaj Auto,Auto,2022-01-20,-3.7259,2993.5,2.3731,1.5978,6.5551,True,5.6955
BAJAJFINSV.NS,Bajaj Finserv,Finance,2022-01-20,-4.5269,1722.44,2.0728,1.9132,106.6303,True,-11.937
TATASTEEL.NS,Tata Steel,Metals,2022-01-21,-3.0662,102.95,1.2175,2.2414,98.981,False,-7.1941
BHARTIARTL.NS,Bharti Airtel,Telecom,2022-01-21,-2.8166,679.51,1.0689,1.4631,39.4984,False,4.8975
COALINDIA.NS,Coal India,Energy,2022-01-21,-3.817,113.76,1.2254,2.1587,41.6499,False,0.6614
INDUSINDBK.NS,IndusInd Bank,Banking,2022-01-21,-2.6334,828.87,0.833,1.5456,6.9414,False,2.1075
BAJAJFINSV.NS,Bajaj Finserv,Finance,2022-01-21,-5.3523,1630.25,1.9928,2.2678,95.5708,False,-3.9525
BPCL.NS,Bharat Petroleum,Energy,2022-01-21,-2.8877,155.86,1.1655,1.2312,21.079,False,4.0215
BEL.NS,Bharat Electronics,Defence,2022-01-21,-2.543,64.98,0.9987,1.9139,74.6092,False,1.3289
DIVISLAB.NS,Divi's Laboratories,Pharma,2022-01-21,-3.4725,4070.79,2.5643,1.5958,28.2206,False,-3.4287
JSWSTEEL.NS,JSW Steel,Metals,2022-01-24,-6.6717,594.36,1.7933,2.6759,71.1543,True,5.2268
LT.NS,Larsen & Toubro,Capital Goods,2022-01-24,-2.8706,1805.67,1.2094,1.5226,46.6218,True,4.7687
DRREDDY.NS,Dr. Reddy's Laboratories,Pharma,2022-01-24,-2.9314,849.75,1.3765,1.1548,4.0745,True,-1.2579
BAJAJFINSV.NS,Bajaj Finserv,Finance,2022-01-24,-3.8448,1567.57,1.6216,2.4337,80.1147,True,1.2523
ASIANPAINT.NS,Asian Paints,Consumer,2022-01-24,-3.6551,3038.55,1.4449,1.6906,39.4043,True,1.3026
KOTAKBANK.NS,Kotak Mahindra Bank,Banking,2022-01-24,-3.3188,364.84,1.1873,1.6512,11.5834,True,2.8074
BAJFINANCE.NS,Bajaj Finance,Finance,2022-01-24,-5.9942,680.11,1.7716,2.1899,54.9904,True,1.1952
HCLTECH.NS,HCL Technologies,IT,2022-01-24,-3.6859,939.18,1.19,2.1878,28.7388,True,0.7023
TITAN.NS,Titan Company,Consumer,2022-01-24,-4.9483,2371.92,1.0234,1.8897,71.7025,True,1.1964
TATASTEEL.NS,Tata Steel,Metals,2022-01-24,-6.0272,96.75,1.3607,2.6431,86.9881,True,6.2
ULTRACEMCO.NS,UltraTech Cement,Cement,2022-01-24,-2.7407,6996.68,0.9008,1.8061,34.9837,True,5.0342
WIPRO.NS,Wipro,IT,2022-01-24,-5.3384,265.01,1.3976,1.967,43.5462,True,0.6809
ADANIPORTS.NS,Adani Ports,Infrastructure,2022-01-24,-2.9631,686.66,1.1223,1.6234,38.7819,True,5.1676
INFY.NS,Infosys,IT,2022-01-24,-2.7384,1559.14,1.214,1.5504,42.9402,True,2.0296
ADANIENT.NS,Adani Enterprises,Conglomerate,2022-01-24,-6.1558,1712.74,1.2955,2.2374,238.8738,True,1.8126
RELIANCE.NS,Reliance Industries,Energy,2022-01-24,-4.0337,1081.97,1.6578,1.568,29.5469,True,0.0337
TRENT.NS,Trent Limited,Retail,2022-01-24,-5.0683,1116.73,1.4888,2.1284,80.6261,True,-5.486
BRITANNIA.NS,Britannia Industries,FMCG,2022-01-24,-2.6103,3318.46,1.1714,1.1098,7.933,True,3.7672
GRASIM.NS,Grasim Industries,Cement,2022-01-24,-5.6582,1652.03,0.877,2.5395,69.4113,True,4.7702
TATACONSUM.NS,Tata Consumer Products,FMCG,2022-01-24,-4.831,663.4,1.243,2.0494,24.2244,True,6.4574
SHRIRAMFIN.NS,Shriram Finance,Finance,2022-01-24,-3.6629,213.59,1.8812,1.6464,5.2794,True,10.8825
BEL.NS,Bharat Electronics,Defence,2022-01-24,-4.6629,61.95,1.0934,2.1587,66.4673,True,5.1191
APOLLOHOSP.NS,Apollo Hospitals,Healthcare,2022-01-24,-4.1243,4442.8,0.8122,2.0313,75.7304,True,0.309
HINDALCO.NS,Hindalco Industries,Metals,2022-01-24,-5.5852,464.88,1.4999,2.2311,112.8632,True,6.8144
DIVISLAB.NS,Divi's Laboratories,Pharma,2022-01-24,-2.9382,3951.18,2.7131,1.6853,24.4532,True,1.2757
TRENT.NS,Trent Limited,Retail,2022-01-25,-3.797,1074.33,1.2661,2.2874,73.7678,False,1.6862
TITAN.NS,Titan Company,Consumer,2022-01-27,-2.7961,2280.13,1.574,1.9414,65.0575,False,7.1384
TCS.NS,Tata Consultancy Services,IT,2022-01-27,-3.2003,3199.21,1.7976,1.5072,27.4445,False,4.8051
DIVISLAB.NS,Divi's Laboratories,Pharma,2022-01-27,-2.7005,3837.47,1.6282,1.5835,20.8714,False,8.1881
WIPRO.NS,Wipro,IT,2022-01-27,-3.19,252.06,1.4851,1.9703,36.5287,False,6.1496
APOLLOHOSP.NS,Apollo Hospitals,Healthcare,2022-01-27,-4.319,4239.44,1.3017,2.0746,67.6864,False,8.167
INFY.NS,Infosys,IT,2022-01-27,-2.5288,1506.89,1.7143,1.5787,38.1502,False,3.5714
ADANIENT.NS,Adani Enterprises,Conglomerate,2022-01-27,-3.1814,1683.0,1.7984,2.3214,232.9883,False,3.9057
DRREDDY.NS,Dr. Reddy's Laboratories,Pharma,2022-01-27,-3.3274,828.72,1.7731,1.2358,1.4991,False,2.7794
TRENT.NS,Trent Limited,Retail,2022-01-27,-5.2254,1018.19,2.1414,2.5922,64.6878,False,5.8996
HCLTECH.NS,HCL Technologies,IT,2022-01-27,-4.0892,899.81,1.565,2.2614,23.3427,False,7.3301
MARUTI.NS,Maruti Suzuki,Auto,2022-01-28,-3.0527,8247.81,1.2165,2.3187,33.3014,False,-0.0047
INDUSINDBK.NS,IndusInd Bank,Banking,2022-01-31,-3.4807,846.34,2.3098,1.8895,9.1952,False,6.9889
BPCL.NS,Bharat Petroleum,Energy,2022-02-01,-4.5838,154.69,2.4214,1.8975,20.175,False,-0.3827
INFY.NS,Infosys,IT,2022-02-03,-2.7167,1560.71,0.5453,1.8471,43.0842,True,1.786
GRASIM.NS,Grasim Industries,Cement,2022-02-03,-2.5533,1693.06,0.4673,2.5353,65.125,True,2.069
SBILIFE.NS,SBI Life Insurance,Insurance,2022-02-03,-2.8604,1174.24,1.0224,1.3402,39.9875,True,-3.2864
TITAN.NS,Titan Company,Consumer,2022-02-07,-2.5069,2377.99,0.7166,1.9229,72.142,True,-0.4649
KOTAKBANK.NS,Kotak Mahindra Bank,Banking,2022-02-07,-2.9588,364.35,0.8255,1.7676,11.4341,True,-4.4628
BRITANNIA.NS,Britannia Industries,FMCG,2022-02-07,-3.1836,3247.59,1.1172,1.4937,5.6282,True,-1.4673
BAJAJFINSV.NS,Bajaj Finserv,Finance,2022-02-07,-3.0508,1567.99,1.102,2.5001,73.5034,True,-0.2368
BAJAJ-AUTO.NS,Bajaj Auto,Auto,2022-02-07,-2.5061,3144.82,0.5334,1.846,11.9413,True,0.3438
TATACONSUM.NS,Tata Consumer Products,FMCG,2022-02-07,-3.952,676.21,0.6298,2.2556,23.2005,True,-1.4898
WIPRO.NS,Wipro,IT,2022-02-07,-2.5798,257.72,0.64,2.3139,39.5989,True,-2.7469
BAJFINANCE.NS,Bajaj Finance,Finance,2022-02-07,-3.1823,679.99,0.776,2.0421,54.9647,True,-2.0871
HEROMOTOCO.NS,Hero MotoCorp,Auto,2022-02-07,-2.7078,2257.72,0.9237,2.0839,12.8078,True,0.017
HDFCBANK.NS,HDFC Bank,Banking,2022-02-07,-3.6647,698.31,0.76,1.4135,7.8603,True,0.378
LT.NS,Larsen & Toubro,Capital Goods,2022-02-07,-3.2573,1791.03,1.0449,1.97,45.4333,True,-4.537
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2022-02-07,-3.3795,595.91,1.4109,1.5111,0.0,True,-7.6171
APOLLOHOSP.NS,Apollo Hospitals,Healthcare,2022-02-07,-4.5383,4420.09,0.5822,2.6915,65.5317,True,0.2503
ONGC.NS,Oil & Natural Gas Corp,Energy,2022-02-08,-2.9925,128.69,0.7237,1.9596,91.5903,False,-1.6772
GRASIM.NS,Grasim Industries,Cement,2022-02-11,-3.3021,1671.03,1.2586,2.3566,43.2758,True,0.7368
INFY.NS,Infosys,IT,2022-02-11,-2.7266,1545.27,1.1848,1.8896,40.0578,True,-0.8365
MARUTI.NS,Maruti Suzuki,Auto,2022-02-14,-4.2434,8069.8,1.0129,2.6516,30.4244,True,2.9439
TRENT.NS,Trent Limited,Retail,2022-02-14,-3.2716,1031.48,0.6785,2.4251,52.8786,True,-0.0917
SHRIRAMFIN.NS,Shriram Finance,Finance,2022-02-14,-6.0459,214.75,1.1776,2.7815,0.5413,True,5.1126
KOTAKBANK.NS,Kotak Mahindra Bank,Banking,2022-02-14,-4.4523,348.09,1.1799,1.9756,6.461,True,4.594
AXISBANK.NS,Axis Bank,Banking,2022-02-14,-3.7883,770.13,0.5804,2.2156,21.6724,True,2.0043
LT.NS,Larsen & Toubro,Capital Goods,2022-02-14,-3.8611,1709.77,0.9623,1.9306,38.835,True,3.6103
DRREDDY.NS,Dr. Reddy's Laboratories,Pharma,2022-02-14,-2.7928,818.64,1.034,1.5642,0.2651,True,2.2273
ULTRACEMCO.NS,UltraTech Cement,Cement,2022-02-14,-3.202,6931.27,0.6615,1.9477,17.3997,True,-3.8884
COALINDIA.NS,Coal India,Energy,2022-02-14,-2.9129,115.84,0.8696,2.083,41.0136,True,2.7937
BAJAJFINSV.NS,Bajaj Finserv,Finance,2022-02-14,-2.7242,1564.28,0.8444,2.6059,73.0926,True,2.1571
GRASIM.NS,Grasim Industries,Cement,2022-02-14,-3.9295,1605.37,1.0837,2.483,37.6458,True,3.0129
HEROMOTOCO.NS,Hero MotoCorp,Auto,2022-02-14,-2.5785,2258.11,0.717,2.1083,12.827,True,4.7134
HINDALCO.NS,Hindalco Industries,Metals,2022-02-14,-3.9525,506.52,0.6178,2.2279,88.7632,True,-1.7746
INDUSINDBK.NS,IndusInd Bank,Banking,2022-02-14,-4.1531,913.79,0.6731,2.8063,13.7311,True,1.1523
BAJFINANCE.NS,Bajaj Finance,Finance,2022-02-14,-3.2182,665.8,0.7277,2.1533,51.7304,True,3.2479
SBILIFE.NS,SBI Life Insurance,Insurance,2022-02-14,-3.2648,1086.16,1.7344,1.5,29.4872,True,3.5072
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2022-02-14,-6.3912,550.52,2.5896,1.9175,0.0,True,4.4321
POWERGRID.NS,Power Grid Corp,Power,2022-02-14,-2.8633,123.25,0.7924,1.8928,40.9335,True,0.8945
NTPC.NS,NTPC Limited,Power,2022-02-14,-3.3904,116.83,0.6045,1.4778,47.2435,True,-0.4151
ADANIPORTS.NS,Adani Ports,Infrastructure,2022-02-14,-3.8621,680.11,1.4046,1.736,21.4569,True,2.2062
ADANIENT.NS,Adani Enterprises,Conglomerate,2022-02-14,-5.6878,1660.99,1.1843,2.4761,164.3519,True,1.2771
WIPRO.NS,Wipro,IT,2022-02-14,-3.5177,250.65,0.8447,2.2028,35.7643,True,5.372
JSWSTEEL.NS,JSW Steel,Metals,2022-02-14,-6.6801,598.9,1.62,2.653,59.9889,True,-0.5506
ITC.NS,ITC Limited,FMCG,2022-02-14,-3.325,176.94,1.0273,1.5787,15.8409,True,-0.6607
TATASTEEL.NS,Tata Steel,Metals,2022-02-14,-5.3888,104.46,0.9153,2.9263,80.9169,True,-0.4213
BHARTIARTL.NS,Bharti Airtel,Telecom,2022-02-14,-3.5587,674.09,0.987,1.6993,38.3849,True,2.9361
SBIN.NS,State Bank of India,Banking,2022-02-14,-5.3248,458.65,1.1208,2.1499,53.8784,True,2.0842
ICICIBANK.NS,ICICI Bank,Banking,2022-02-14,-4.6915,731.1,1.1017,1.5756,40.3596,True,0.0995
HDFCBANK.NS,HDFC Bank,Banking,2022-02-14,-2.9727,700.95,0.9892,1.6447,8.268,True,3.2842
CIPLA.NS,Cipla,Pharma,2022-02-15,-3.4611,892.82,3.2117,1.6194,22.7485,False,-0.9166
HINDALCO.NS,Hindalco Industries,Metals,2022-02-21,-3.3233,497.53,0.8292,2.3566,70.3145,False,12.0605
SHRIRAMFIN.NS,Shriram Finance,Finance,2022-02-21,-3.0125,225.73,0.7546,3.0988,5.6816,False,-7.8676
ADANIENT.NS,Adani Enterprises,Conglomerate,2022-02-21,-2.943,1682.2,0.9323,2.7448,116.1349,False,-2.4181
BPCL.NS,Bharat Petroleum,Energy,2022-02-22,-3.6475,147.03,1.3418,1.9474,2.2988,False,-3.7152
TATASTEEL.NS,Tata Steel,Metals,2022-02-22,-3.651,100.22,1.0836,2.55,73.5772,False,13.23
SBIN.NS,State Bank of India,Banking,2022-02-22,-2.6277,455.91,1.1184,2.3748,52.9577,False,-4.8455
SBILIFE.NS,SBI Life Insurance,Insurance,2022-02-22,-2.9786,1090.77,1.4251,1.7239,30.0364,False,1.8348
TCS.NS,Tata Consultancy Services,IT,2022-02-22,-3.5758,3144.11,1.5769,1.5774,25.2495,False,-1.1223
ONGC.NS,Oil & Natural Gas Corp,Energy,2022-02-23,-2.5462,125.22,1.0264,1.911,74.4886,False,5.9409
SBILIFE.NS,SBI Life Insurance,Insurance,2022-02-24,-4.3159,1044.45,1.3628,1.9125,24.5147,True,0.2988
HDFCBANK.NS,HDFC Bank,Banking,2022-02-24,-5.4301,675.12,1.8619,2.0767,4.2788,True,-3.7269
APOLLOHOSP.NS,Apollo Hospitals,Healthcare,2022-02-24,-4.9633,4328.03,1.1638,2.6799,56.0725,True,8.3365
JSWSTEEL.NS,JSW Steel,Metals,2022-02-24,-7.3776,544.23,1.6901,2.6003,45.3829,True,10.995
ASIANPAINT.NS,Asian Paints,Consumer,2022-02-24,-5.1943,2955.63,2.2702,1.7612,35.6001,True,-10.7818
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2022-02-24,-6.3439,526.46,1.5613,2.5304,0.0,True,-2.1484
TATACONSUM.NS,Tata Consumer Products,FMCG,2022-02-24,-6.298,650.21,1.3175,2.0082,14.5704,True,-1.1436
AXISBANK.NS,Axis Bank,Banking,2022-02-24,-6.0345,727.26,1.2877,2.054,14.8993,True,-2.095
TATASTEEL.NS,Tata Steel,Metals,2022-02-24,-5.7068,94.53,1.3817,2.8344,63.7147,True,18.9106
ULTRACEMCO.NS,UltraTech Cement,Cement,2022-02-24,-5.3354,6275.55,1.5918,2.0859,6.2933,True,-5.7358
INFY.NS,Infosys,IT,2022-02-24,-3.7123,1506.48,2.1941,1.9134,36.5429,True,2.6905
SUNPHARMA.NS,Sun Pharmaceutical,Pharma,2022-02-24,-2.6183,787.02,0.9305,2.0027,43.9178,True,1.3932
INDUSINDBK.NS,IndusInd Bank,Banking,2022-02-24,-7.8942,849.79,1.3596,3.2075,5.7654,True,2.9978
EICHERMOT.NS,Eicher Motors,Auto,2022-02-24,-3.3067,2510.73,1.1467,1.8697,13.6428,True,-10.6184
BPCL.NS,Bharat Petroleum,Energy,2022-02-24,-6.7348,137.83,1.3513,2.3478,0.0,True,4.5939
COALINDIA.NS,Coal India,Energy,2022-02-24,-5.3628,110.8,1.024,2.1367,34.882,True,20.6667
TITAN.NS,Titan Company,Consumer,2022-02-24,-3.5701,2375.43,1.3957,1.8842,71.9562,True,1.4294
SBIN.NS,State Bank of India,Banking,2022-02-24,-5.2236,432.36,1.3657,2.3383,45.0551,True,-2.2638
DRREDDY.NS,Dr. Reddy's Laboratories,Pharma,2022-02-24,-2.5816,796.82,1.6587,1.3974,0.0,True,-6.4472
BHARTIARTL.NS,Bharti Airtel,Telecom,2022-02-24,-4.7558,655.71,1.9972,1.8336,34.6127,True,-2.5637
GRASIM.NS,Grasim Industries,Cement,2022-02-24,-7.5129,1509.02,1.4927,2.5673,29.3852,True,-4.3222
BAJAJFINSV.NS,Bajaj Finserv,Finance,2022-02-24,-5.5065,1521.47,1.1731,2.5486,68.3556,True,0.5772
HEROMOTOCO.NS,Hero MotoCorp,Auto,2022-02-24,-6.7493,2170.25,2.5145,2.4483,8.4372,True,-7.1916
ICICIBANK.NS,ICICI Bank,Banking,2022-02-24,-4.996,686.19,2.004,2.0494,31.7373,True,-2.7354
BAJFINANCE.NS,Bajaj Finance,Finance,2022-02-24,-5.9159,650.28,1.6684,2.4156,48.1943,True,-1.3564
HCLTECH.NS,HCL Technologies,IT,2022-02-24,-4.7225,917.18,1.4036,1.8394,25.7231,True,3.6321
ADANIENT.NS,Adani Enterprises,Conglomerate,2022-02-24,-8.5717,1541.2,1.9203,2.9793,97.5884,True,4.6018
WIPRO.NS,Wipro,IT,2022-02-24,-5.2812,248.54,1.5855,2.2806,34.6239,True,7.1023
MARUTI.NS,Maruti Suzuki,Auto,2022-02-24,-5.618,7919.09,1.3441,2.1805,27.9886,True,-11.7276
BAJAJ-AUTO.NS,Bajaj Auto,Auto,2022-02-24,-2.8322,3147.44,1.63,1.68,12.0347,True,-6.8067
ADANIPORTS.NS,Adani Ports,Infrastructure,2022-02-24,-7.3369,640.13,2.2111,2.4861,1.9381,True,6.9176
HINDUNILVR.NS,Hindustan Unilever,FMCG,2022-02-24,-3.9374,2023.64,2.2007,1.4066,3.213,True,-6.9955
DIVISLAB.NS,Divi's Laboratories,Pharma,2022-02-24,-5.8578,3834.35,1.095,2.1277,20.7732,True,4.0148
NTPC.NS,NTPC Limited,Power,2022-02-24,-4.4547,109.69,1.474,1.8008,33.0031,True,4.6624
BEL.NS,Bharat Electronics,Defence,2022-02-24,-5.603,59.43,1.2368,1.7724,59.6948,True,14.3998
KOTAKBANK.NS,Kotak Mahindra Bank,Banking,2022-02-24,-4.838,357.65,1.6929,2.3362,9.3864,True,-2.379
POWERGRID.NS,Power Grid Corp,Power,2022-02-24,-3.5092,119.93,1.0046,1.5703,37.135,True,12.5327
TCS.NS,Tata Consultancy Services,IT,2022-02-24,-4.5499,2982.14,1.5039,1.7322,18.7974,True,3.6071
ITC.NS,ITC Limited,FMCG,2022-02-24,-3.4499,168.11,1.8256,1.7065,10.0607,True,8.1535
SHRIRAMFIN.NS,Shriram Finance,Finance,2022-02-24,-9.0631,197.68,1.4681,3.3066,0.0,True,1.9231
LT.NS,Larsen & Toubro,Capital Goods,2022-02-24,-3.4582,1670.19,1.5692,2.1444,35.6207,True,-2.5948
ONGC.NS,Oil & Natural Gas Corp,Energy,2022-02-24,-2.5506,122.03,1.3767,1.9866,70.0382,True,5.49
RELIANCE.NS,Reliance Industries,Energy,2022-02-24,-4.9831,1026.39,2.0531,1.6891,19.0655,True,3.0943
TRENT.NS,Trent Limited,Retail,2022-02-24,-3.1917,1016.49,1.1039,2.0795,45.2295,True,7.3287
DRREDDY.NS,Dr. Reddy's Laboratories,Pharma,2022-02-28,-2.7103,791.15,2.529,1.5059,0.0,False,-4.7952
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2022-02-28,-2.9134,516.83,2.6435,2.5976,0.0,False,-1.94
HDFCBANK.NS,HDFC Bank,Banking,2022-03-02,-3.6459,653.64,2.7209,2.2933,0.9618,True,-0.2256
SHRIRAMFIN.NS,Shriram Finance,Finance,2022-03-02,-2.5485,202.67,1.5697,3.4395,2.522,True,-3.0761
ASIANPAINT.NS,Asian Paints,Consumer,2022-03-02,-4.5895,2917.02,3.1479,2.0637,33.8283,True,-5.0843
MARUTI.NS,Maruti Suzuki,Auto,2022-03-02,-6.0132,7537.18,2.2629,2.4999,21.8161,True,-10.0759
SUNPHARMA.NS,Sun Pharmaceutical,Pharma,2022-03-02,-2.7254,789.57,1.1961,1.3506,44.3839,True,5.768
ICICIBANK.NS,ICICI Bank,Banking,2022-03-02,-3.7498,693.42,1.7209,2.2347,33.1247,True,-6.6307
EICHERMOT.NS,Eicher Motors,Auto,2022-03-02,-3.1547,2406.11,0.9313,1.9713,8.9076,True,-8.5742
HEROMOTOCO.NS,Hero MotoCorp,Auto,2022-03-02,-4.3049,2114.39,1.0276,2.638,5.6462,True,-5.597
GRASIM.NS,Grasim Industries,Cement,2022-03-02,-3.1279,1513.08,1.3091,2.5787,29.7328,True,-3.5615
ULTRACEMCO.NS,UltraTech Cement,Cement,2022-03-02,-2.5663,6256.88,1.7622,1.8875,5.977,True,-5.9694
BAJAJ-AUTO.NS,Bajaj Auto,Auto,2022-03-02,-4.4769,3051.0,2.4958,1.9111,8.6017,True,-0.9875
DRREDDY.NS,Dr. Reddy's Laboratories,Pharma,2022-03-02,-5.1743,750.22,3.446,1.8565,0.0,True,2.0062
MARUTI.NS,Maruti Suzuki,Auto,2022-03-03,-2.7981,7326.28,1.2942,2.5558,18.4076,False,-5.0523
HINDUNILVR.NS,Hindustan Unilever,FMCG,2022-03-03,-2.7035,1948.71,1.5792,1.4252,0.0,False,0.5237
ULTRACEMCO.NS,UltraTech Cement,Cement,2022-03-03,-6.5421,5847.55,4.8717,2.2857,0.0,False,1.2014
SBILIFE.NS,SBI Life Insurance,Insurance,2022-03-03,-3.5544,1071.3,0.6589,2.4068,25.4911,False,-2.89
GRASIM.NS,Grasim Industries,Cement,2022-03-03,-2.8996,1469.21,1.2752,2.6146,25.9711,False,3.4118
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2022-03-03,-5.1801,525.28,0.9648,3.1916,1.6342,False,-1.9652
DRREDDY.NS,Dr. Reddy's Laboratories,Pharma,2022-03-03,-3.4855,724.07,2.6771,1.8266,0.0,False,4.6695
TATACONSUM.NS,Tata Consumer Products,FMCG,2022-03-03,-3.3685,659.18,0.8971,2.34,16.151,False,5.4072
ASIANPAINT.NS,Asian Paints,Consumer,2022-03-03,-5.185,2765.77,3.8504,2.3378,26.8894,False,1.4242
EICHERMOT.NS,Eicher Motors,Auto,2022-03-03,-3.9313,2311.52,0.8562,2.0775,4.6262,False,-4.42
HINDUNILVR.NS,Hindustan Unilever,FMCG,2022-03-04,-3.4194,1882.08,3.6192,1.5588,0.0,True,3.7088
ONGC.NS,Oil & Natural Gas Corp,Energy,2022-03-04,-2.9653,128.73,1.3654,2.2529,79.3733,True,6.3237
MARUTI.NS,Maruti Suzuki,Auto,2022-03-04,-4.5849,6990.37,2.8016,2.6837,12.9787,True,-1.9973
APOLLOHOSP.NS,Apollo Hospitals,Healthcare,2022-03-04,-3.468,4688.84,0.9346,2.947,69.0835,True,2.2508
HINDALCO.NS,Hindalco Industries,Metals,2022-03-04,-3.711,567.3,1.5228,2.7522,87.2098,True,0.9078
AXISBANK.NS,Axis Bank,Banking,2022-03-04,-3.0706,712.03,1.2297,2.2444,12.4921,True,-3.3776
JSWSTEEL.NS,JSW Steel,Metals,2022-03-04,-3.4749,604.07,1.849,3.1254,61.3678,True,5.9815
BAJFINANCE.NS,Bajaj Finance,Finance,2022-03-04,-3.1186,641.46,1.611,2.6516,46.1841,True,1.3781
TITAN.NS,Titan Company,Consumer,2022-03-04,-5.1763,2409.38,1.7474,2.3019,74.4141,True,2.1549
TRENT.NS,Trent Limited,Retail,2022-03-04,-3.1561,1090.99,1.1243,2.4062,55.8729,True,6.6959
COALINDIA.NS,Coal India,Energy,2022-03-04,-4.2075,133.7,1.7027,3.728,62.7576,True,0.4144
BHARTIARTL.NS,Bharti Airtel,Telecom,2022-03-04,-2.7305,638.9,1.0416,1.9518,31.1616,True,6.2949
HEROMOTOCO.NS,Hero MotoCorp,Auto,2022-03-04,-4.389,2014.17,1.4887,2.6555,0.6389,True,0.861
EICHERMOT.NS,Eicher Motors,Auto,2022-03-04,-2.9156,2244.13,1.3021,2.1418,1.5757,True,-2.0733
ASIANPAINT.NS,Asian Paints,Consumer,2022-03-04,-4.6572,2636.96,4.8183,2.5071,20.9799,True,7.0796
ADANIPORTS.NS,Adani Ports,Infrastructure,2022-03-07,-3.1922,662.56,0.9967,2.8642,5.5107,True,7.7826
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2022-03-07,-3.4516,497.37,1.4051,3.2442,0.0,True,1.7776
AXISBANK.NS,Axis Bank,Banking,2022-03-07,-6.6364,664.77,2.0246,2.6225,5.0267,True,6.3666
BRITANNIA.NS,Britannia Industries,FMCG,2022-03-07,-6.4633,2969.65,2.1848,1.8838,0.0,True,1.0275
